Name,label
Andreaea,0
Andrenidae,0
Andrew,0
Andromeda,0
Andropogon,0
Andvari,0
Anemia,0
Anemonella,0
Anethum,0
Angara,0
Angel,0
Angevin,0
Angevine,0
Angiospermae,0
Angle,0
Anglesea,0
Anglesey,0
Anglia,0
Anglian,0
Anglican,0
Anglicanism,0
Anglicisation,0
Anglicism,0
Anglicization,0
Anglomania,0
Anglophilia,0
Anglophilic,0
Anglophobia,0
Anglophobic,0
Angola,0
Angolan,0
Angolese,0
Angora,0
Angraecum,0
Anguidae,0
Anguilla,0
Anguillan,0
Anguillidae,0
Anguillula,0
Anhima,0
Anhimidae,0
Anhingidae,0
Animalia,0
Anisoptera,0
Anjou,0
Ankara,0
Annaba,0
Annam,0
Annamese,0
Annamite,0
Annapurna,0
Anne,0
Annelida,0
Anniellidae,0
Annona,0
Annonaceae,0
Annunciation,0
Annwfn,0
Annwn,0
Anobiidae,0
Anodonta,0
Anogramma,0
Anomala,0
Anomalopidae,0
Anomia,0
Anomiidae,0
Anoplura,0
Anostraca,0
Anouilh,0
Anpu,0
Ansaid,0
Anselm,0
Anser,0
Anserinae,0
Anshar,0
Antabuse,0
Antakiya,0
Antakya,0
Antalya,0
Antananarivo,0
Antarctic,0
Antarctica,0
Antedon,0
Antedonidae,0
Antennaria,0
Antennariidae,0
Antheraea,0
Anthericum,0
Anthidium,0
Anthoceropsida,0
Anthocerotaceae,0
Anthony,0
Anthophyta,0
Anthozoa,0
Anthropoidea,0
Antichrist,0
Antido,0
Antigone,0
Antigonia,0
Antigua,0
Antiguan,0
Antilocapra,0
Antilocapridae,0
Antilope,0
Antioch,0
Antirrhinum,0
Antivert,0
Antlia,0
Antofagasta,0
Antony,0
Antum,0
Antwerp,0
Antwerpen,0
Anu,0
Anunnaki,0
Anura,0
Anzac,0
Anzio,0
Apache,0
Apalachicola,0
Apatura,0
Apeldoorn,0
Aphasmidia,0
Aphididae,0
Aphidoidea,0
Aphriza,0
Aphrodite,0
Aphrophora,0
Aphyllanthaceae,0
Apia,0
Apiaceae,0
Apidae,0
Apium,0
Aplacophora,0
Aplectrum,0
Aplodontia,0
Aplodontiidae,0
Aplysia,0
Aplysiidae,0
Apocalypse,0
Apocrypha,0
Apocryphal,0
Apocynaceae,0
Apocynum,0
Apodidae,0
Apogon,0
Apogonidae,0
Apoidea,0
Apollinaire,0
Apollo,0
Apostle,0
Appalachia,0
Appalachian,0
Appaloosa,0
Appenzeller,0
Appleton,0
Apr,0
Apresoline,0
April,0
Apsu,0
Apterygidae,0
Apulia,0
Aqaba,0
Aquifoliaceae,0
Aquila,0
Aquitaine,0
Aquitania,0
Ar,0
Ara,0
Arab,0
Arabia,0
Arabian,0
Arabic,0
Arabist,0
Araceae,0
Arachnida,0
Arafat,0
Aragon,0
Araguaia,0
Araguaya,0
Araliaceae,0
Aram,0
Aramaean,0
Aramaic,0
Aramean,0
Aranea,0
Araneae,0
Araneida,0
Aranyaka,0
Arapaho,0
Arapahoe,0
Ararat,0
Arauca,0
Araucariaceae,0
Araujia,0
Arava,0
Arawak,0
Arawakan,0
Arawn,0
Arca,0
Arcadia,0
Arcadian,0
Arcadic,0
Arcellidae,0
Arceuthobium,0
Archaeozoic,0
Archean,0
Archeozoic,0
Archer,0
Archiannelida,0
Archidiskidon,0
Archosauria,0
Arcidae,0
Arctic,0
Arctiidae,0
Arctium,0
Arctonyx,0
Ardea,0
Ardeidae,0
Ardisia,0
Arecaceae,0
Arecidae,0
Arenaria,0
Arenaviridae,0
Arendt,0
Arenga,0
Areopagite,0
Arequipa,0
Argasidae,0
Argentina,0
Argentine,0
Argentinian,0
Argentinidae,0
Argiope,0
Argiopidae,0
Argive,0
Argo,0
Argonaut,0
Argonauta,0
Argonautidae,0
Argonne,0
Argun,0
Argyranthemum,0
Argyreia,0
Argyrol,0
Argyrotaenia,0
Argyroxiphium,0
Arhant,0
Arhat,0
Ariadne,0
Ariana,0
Arianism,0
Arianrhod,0
Arianrod,0
Aricara,0
Ariidae,0
Arikara,0
Ariomma,0
Arisaema,0
Arisarum,0
Aristocort,0
Aristolochia,0
Aristolochiaceae,0
Aristopak,0
Aristotelean,0
Aristotelia,0
Aristotelian,0
Aristotelianism,0
Aristotelic,0
Aristotle,0
Arizona,0
Arizonan,0
Arizonian,0
Arjuna,0
Ark,0
Arkansan,0
Arkansawyer,0
Arlington,0
Armadillidiidae,0
Armadillidium,0
Armageddon,0
Armagnac,0
Armenia,0
Armenian,0
Armeria,0
Armillaria,0
Armillariella,0
Armin,0
Arminian,0
Arminianism,0
Armoracia,0
Armstrong,0
Army,0
Arnhem,0
Arno,0
Arnold,0
Arouet,0
Arp,0
Arrhenatherum,0
Artamidae,0
Artemia,0
Arthropoda,0
Arthur,0
Arthurian,0
Artiodactyla,0
ArtsD,0
Aruba,0
Arulo,0
Arundinaria,0
Arundo,0
Aruru,0
Arvicola,0
Aryan,0
Asadha,0
Asahikawa,0
Asama,0
Asamiya,0
Asanga,0
Asarh,0
Asarum,0
Ascaphidae,0
Ascaridae,0
Ascaridia,0
Ascension,0
Asch,0
Ascidiaceae,0
Asclepiadaceae,0
Ascomycota,0
Ascomycotina,0
Ascophyllum,0
Asgard,0
Ashe,0
Asheville,0
Ashir,0
Ashkenazi,0
Ashkhabad,0
Ashton,0
Ashtoreth,0
Ashur,0
Ashurbanipal,0
Asia,0
Asian,0
Asiatic,0
Asilidae,0
Asimina,0
Asimov,0
Asin,0
Asio,0
Asmara,0
Asmera,0
Aspadana,0
Asparagaceae,0
Aspergillaceae,0
Asperula,0
Asphodelaceae,0
Asphodeline,0
Aspinwall,0
Aspleniaceae,0
Asplenium,0
Assam,0
Assamese,0
Assault,0
Assouan,0
Assuan,0
Assumption,0
Assur,0
Assurbanipal,0
Assyria,0
Assyrian,0
Assyriology,0
Astacidae,0
Astacura,0
Astaire,0
Astana,0
Astarte,0
Asteraceae,0
Asteridae,0
Asteroidea,0
Asterope,0
Astor,0
Astrakhan,0
Astroloma,0
Astronium,0
Astrophyton,0
Astropogon,0
Asuncion,0
Asur,0
Asura,0
Asurbanipal,0
Asvina,0
Aswan,0
At,0
Atabrine,0
Atakapa,0
Atakapan,0
Atarax,0
Ataturk,0
Atayalic,0
Ate,0
Aten,0
Athabascan,0
Athabaskan,0
Athanasianism,0
Athapascan,0
Athapaskan,0
Athelstan,0
Athena,0
Athene,0
Athenian,0
Atherinidae,0
Athinai,0
Athiorhodaceae,0
Athyriaceae,0
Athyrium,0
Ativan,0
Atlanta,0
Atlantic,0
Aton,0
Atrichornithidae,0
Atriplex,0
Atropa,0
Atropidae,0
Atrovent,0
Atsugewi,0
Attacapa,0
Attacapan,0
Attalea,0
Attic,0
Attica,0
Attila,0
Attilio,0
Attlee,0
Au,0
Auckland,0
Aucuba,0
Auden,0
Audenesque,0
Audubon,0
Aug,0
Augean,0
Augmentin,0
August,0
Augusta,0
Augustan,0
Augustine,0
Augustinian,0
Aulostomidae,0
Aum,0
Aureolaria,0
Aureomycin,0
Auricularia,0
Auriculariaceae,0
Auriga,0
Aurora,0
Auschwitz,0
Aussie,0
Austen,0
Austerlitz,0
Austin,0
Australasia,0
Australasian,0
Australia,0
Australian,0
Austria,0
Austrian,0
Austronesia,0
Austronesian,0
Auvergne,0
Av,0
Avahi,0
Avalokiteshvara,0
Avalokitesvara,0
Avena,0
Averrhoa,0
Avesta,0
Avestan,0
Avicenna,0
Avicennia,0
Avicenniaceae,0
Avignon,0
Avogadro,0
Avon,0
Ayr,0
Ayrshire,0
Aythya,0
Ayurveda,0
Azactam,0
Azadirachta,0
Azaleastrum,0
Azerbaijan,0
Azerbaijani,0
Azerbajdzhan,0
Azeri,0
Azolla,0
Azollaceae,0
Aztec,0
Aztecan,0
B,0
BA,0
BAN,0
BAR,0
BASIC,0
BB,0
BC,0
BCE,0
BD,0
BIN,0
BJA,0
BJS,0
BLT,0
BLitt,0
BM,0
BMDO,0
BMI,0
BMR,0
BNS,0
BPH,0
BR,0
BS,0
BSArch,0
BSE,0
BTU,0
BVD,0
BW,0
BWR,0
Ba,0
Baal,0
Babar,0
Babel,0
Babesiidae,0
Babinski,0
Babylon,0
Babylonia,0
Babylonian,0
Babyrousa,0
Bacchanalia,0
Bach,0
Bacillaceae,0
Bacillariophyceae,0
Bacon,0
Bacteroidaceae,0
Badaga,0
Bade,0
Badger,0
Baeda,0
Baedeker,0
Bagdad,0
Baghdad,0
Bahai,0
Bahaism,0
Bahamian,0
Bahasa,0
Bahrain,0
Bahraini,0
Bahrein,0
Bahreini,0
Bai,0
Baic,0
Baikal,0
Bailey,0
Bairava,0
Bairdiella,0
Bairiki,0
Baisakh,0
Bakelite,0
Bakersfield,0
Baku,0
Bakunin,0
Balaena,0
Balaenicipitidae,0
Balaenidae,0
Balaenoptera,0
Balaenopteridae,0
Balance,0
Balanchine,0
Balanidae,0
Balarama,0
Balaton,0
Balboa,0
Balder,0
Baldr,0
Baldwin,0
Bale,0
Balenciaga,0
Balfour,0
Bali,0
Balinese,0
Balistidae,0
Balkan,0
Balkanise,0
Balkanize,0
Ball,0
Ballistite,0
Ballota,0
Balmoral,0
Balochi,0
Balsaminaceae,0
Balsamorhiza,0
Balthasar,0
Balthazar,0
Baltic,0
Baltimore,0
Baluchi,0
Balzac,0
Balzacian,0
Bam,0
Bamako,0
Bambusa,0
Bambuseae,0
Bandung,0
Banff,0
Bangalore,0
Bangiaceae,0
Bangkok,0
Bangla,0
Bangladesh,0
Bangladeshi,0
Bangor,0
Bangui,0
Banjul,0
Bankhead,0
Bankia,0
Bannister,0
Bannockburn,0
Banting,0
Bantoid,0
Bantu,0
Baphia,0
Baptisia,0
Baptist,0
Baptistic,0
Baraka,0
Barany,0
Barbadian,0
Barbarea,0
Barbarossa,0
Barbary,0
Barber,0
Barbuda,0
Barcelona,0
Bardeen,0
Bari,0
Barish,0
Barkley,0
Barnum,0
Baroque,0
Barranquilla,0
Barrie,0
Barrymore,0
Barstow,0
Bart,0
Barth,0
Barthelme,0
Bartholdi,0
Bartholin,0
Bartlesville,0
Bartlett,0
Bartok,0
Bartramia,0
Baruch,0
Baryshnikov,0
Base,0
Basel,0
Basia,0
Basidiomycota,0
Basidiomycotina,0
Basil,0
Basilicata,0
Basle,0
Basotho,0
Basque,0
Basra,0
Bassariscidae,0
Basseterre,0
Bassia,0
Bast,0
Bastille,0
Basuto,0
Basutoland,0
Bata,0
Bataan,0
Bath,0
Bathsheba,0
Bathyergidae,0
Batidaceae,0
Batna,0
Batoidei,0
Batrachia,0
Batrachoididae,0
Batswana,0
Baudelaire,0
Bauhinia,0
Baum,0
Bavaria,0
Bavarian,0
Bayard,0
Baycol,0
Bayer,0
Bayesian,0
Baykal,0
Bayonne,0
Bayrut,0
Be,0
Beadle,0
Beantown,0
Beatitude,0
Beatrice,0
Beaumont,0
Beaumontia,0
Beauvoir,0
Beaver,0
Beaverbrook,0
Bechuana,0
Becket,0
Beckett,0
Beckley,0
Becquerel,0
Beda,0
Bede,0
Bedlam,0
Bedouin,0
Beduin,0
Beecher,0
Beelzebub,0
Beerbohm,0
Beethoven,0
Beethovenian,0
Begin,0
Begoniaceae,0
Beguine,0
Behmen,0
Behmenism,0
Behring,0
Beijing,0
Beira,0
Beirut,0
Bel,0
Belamcanda,0
Belarusian,0
Belau,0
Belem,0
Belemnitidae,0
Belemnoidea,0
Belfast,0
Belgian,0
Belgique,0
Belgium,0
Belgrade,0
Belize,0
Bell,0
Bellarmine,0
Bellarmino,0
Bellerophon,0
Bellingham,0
Bellini,0
Belloc,0
Bellow,0
Belmont,0
Belonidae,0
Belorussia,0
Belorussian,0
Belostomatidae,0
Belsen,0
Belshazzar,0
Bemidji,0
Bemisia,0
Benadryl,0
Bench,0
Benchley,0
Bend,0
Bendopa,0
Benedict,0
Benedictine,0
Benelux,0
Benet,0
Bengal,0
Bengali,0
Benghazi,0
Benin,0
Beninese,0
Benjamin,0
Bennett,0
Bennettitaceae,0
Bennington,0
Benny,0
Bentham,0
Benton,0
Benzedrine,0
Benzoin,0
Beograd,0
Beowulf,0
Berber,0
Berberidaceae,0
Bercy,0
Berg,0
Bergen,0
Bergman,0
Bergson,0
Beria,0
Bering,0
Berit,0
Berith,0
Berkeley,0
Berkshire,0
Berlage,0
Berlin,0
Berliner,0
Berlioz,0
Bermuda,0
Bermudan,0
Bermudian,0
Bern,0
Bernard,0
Berne,0
Bernhardt,0
Bernini,0
Bernoulli,0
Bernstein,0
Berra,0
Berry,0
Berteroa,0
Bertholletia,0
Bertillon,0
Bertolucci,0
Berycomorphi,0
Bessel,0
Bessemer,0
Bessera,0
Besseya,0
Best,0
Beta,0
Betelgeuse,0
Bethe,0
Bethlehem,0
Bethune,0
Bettongia,0
Betula,0
Betulaceae,0
Beveridge,0
Bevin,0
Bextra,0
Bh,0
Bhadon,0
Bhadrapada,0
Bhaga,0
Bhagavadgita,0
Bharat,0
Bhutan,0
Bhutanese,0
Bhutani,0
Bi,0
Bible,0
Bida,0
Biedermeier,0
Bierce,0
Bigfoot,0
Bighorn,0
Bignonia,0
Bignoniaceae,0
Bihar,0
Bihari,0
Bikini,0
Biloxi,0
Binet,0
Binghamton,0
Bioko,0
Birmingham,0
Biro,0
Bisayan,0
Biscutella,0
Bishkek,0
Biskek,0
Bismarck,0
Bismarckian,0
Bissau,0
Bithynia,0
Bittacidae,0
Bivalvia,0
Bizet,0
Bk,0
Black,0
Blackbeard,0
Blackburn,0
Blackfoot,0
Blackfriar,0
Blackpool,0
Blacksburg,0
Blackshirt,0
Blair,0
Blake,0
Blandfordia,0
Blantyre,0
Blarina,0
Blastocladia,0
Blastodiaceae,0
Blatta,0
Blattaria,0
Blattella,0
Blattidae,0
Blattodea,0
Blechnaceae,0
Blechnum,0
Blenheim,0
Blenniidae,0
Blennioidea,0
Blephilia,0
Bleriot,0
Blessed,0
Bletilla,0
Blida,0
Bligh,0
Blighia,0
Blighty,0
Blimp,0
Blitzstein,0
Blixen,0
Blocadren,0
Bloch,0
Bloemfontein,0
Blok,0
Bloomeria,0
Bloomfield,0
Bloomington,0
Bloomsbury,0
Blucher,0
Bluebeard,0
BoP,0
Boann,0
Boccaccio,0
Boche,0
Boddhisatva,0
Bodensee,0
Bodhisattva,0
Bodoni,0
Boehm,0
Boehme,0
Boehmenism,0
Boehmeria,0
Boell,0
Boeotia,0
Boeotian,0
Boer,0
Bogart,0
Bogartian,0
Bogota,0
Bohemia,0
Bohemian,0
Bohme,0
Bohr,0
Boidae,0
Boise,0
Bokmaal,0
Bokmal,0
Bolanci,0
Bole,0
Boletaceae,0
Boleyn,0
Bolingbroke,0
Bolivar,0
Bolivia,0
Bolivian,0
Bollywood,0
Bologna,0
Bolshevik,0
Bolshevism,0
Bolshevist,0
Bolshevistic,0
Boltonia,0
Boltzmann,0
Bolzano,0
Bomarea,0
Bombacaceae,0
Bombax,0
Bombay,0
Bombina,0
Bombycidae,0
Bombycilla,0
Bombycillidae,0
Bombyliidae,0
Bombyx,0
Bonaire,0
Bonaparte,0
Bonasa,0
Bond,0
Bonete,0
Bonhoeffer,0
Boniface,0
Bonn,0
Bonney,0
Book,0
Boole,0
Boolean,0
Boone,0
Booth,0
Boraginaceae,0
Borago,0
Bordeaux,0
Borgia,0
Born,0
Bornean,0
Borneo,0
Borodin,0
Borodino,0
Bosch,0
Bose,0
Bosnia,0
Bosnian,0
Boston,0
Bostonian,0
Boswell,0
Boswellia,0
Bothidae,0
Botox,0
Botrychium,0
Botswana,0
Botswanan,0
Botticelli,0
Bougainvillaea,0
Bougainville,0
Boulder,0
Boulez,0
Bounty,0
Bourbon,0
Bourgogne,0
Bourse,0
Bouteloua,0
Bouyei,0
Bovidae,0
Bovinae,0
Bovini,0
Bovril,0
Bowditch,0
Bowdler,0
Bowdlerism,0
Bowery,0
Bowie,0
Bowiea,0
Boxer,0
Boykinia,0
Boyle,0
Boyne,0
Bozeman,0
Br,0
Brachiopoda,0
Brachychiton,0
Brachycome,0
Brachystegia,0
Brachyura,0
Bradbury,0
Bradford,0
Bradley,0
Bradstreet,0
Brady,0
Bradypodidae,0
Braga,0
Brage,0
Bragg,0
Bragi,0
Brahe,0
Brahma,0
Brahman,0
Brahmana,0
Brahmanism,0
Brahmaputra,0
Brahmi,0
Brahmin,0
Brahminism,0
Brahui,0
Braille,0
Brama,0
Bramante,0
Bramidae,0
Branchiobdella,0
Branchiobdellidae,0
Branchiopoda,0
Branchiostegidae,0
Branchiostomidae,0
Branchiura,0
Brancusi,0
Brandenburg,0
Brandt,0
Branta,0
Braque,0
Brasenia,0
Brasil,0
Brasilia,0
Brasov,0
Brassia,0
Brassica,0
Brassicaceae,0
Bratislava,0
Brattleboro,0
Braun,0
Braunschweig,0
Brazil,0
Brazilian,0
Brazzaville,0
Brecht,0
Breiz,0
Bremen,0
Bremerhaven,0
Bren,0
Brescia,0
Breslau,0
Brest,0
Bretagne,0
Breton,0
Breuer,0
Breughel,0
Brevibloc,0
Brevicipitidae,0
Brevoortia,0
Brezhnev,0
Brickellia,0
Bride,0
Bridgeport,0
Bridget,0
Bridgetown,0
Brie,0
Brighton,0
Brigid,0
Brigit,0
Brihaspati,0
Brindisi,0
Brinton,0
Brioschi,0
Brisbane,0
Bristol,0
Brit,0
Britain,0
Britannic,0
Brith,0
Briticism,0
British,0
Britisher,0
Britishism,0
Briton,0
Brittanic,0
Brittany,0
Britten,0
Brno,0
Broadway,0
Brobdingnag,0
Brobdingnagian,0
Broca,0
Brocadopa,0
Brockhouse,0
Broglie,0
Bromberg,0
Bromelia,0
Bromeliaceae,0
Bronte,0
Bronx,0
Brooke,0
Brooklyn,0
Brother,0
Brotulidae,0
Broussonetia,0
Brown,0
Browne,0
Brownie,0
Browning,0
Brownshirt,0
Brownsville,0
Bruce,0
Brucella,0
Bruch,0
Bruchidae,0
Bruckenthalia,0
Bruckner,0
Bruegel,0
Brueghel,0
Brugmansia,0
Brule,0
Brumaire,0
Brummagem,0
Brummell,0
Brummie,0
Brummy,0
Brunanburh,0
Brunei,0
Bruneian,0
Brunelleschi,0
Brunfelsia,0
Brunhild,0
Brunn,0
Brunnhilde,0
Bruno,0
Brunswick,0
Brusa,0
Brya,0
Bryaceae,0
Bryan,0
Brynhild,0
Bryophyta,0
Bryopsida,0
Bryozoa,0
Brythonic,0
Bryum,0
BuSpar,0
Buber,0
Bubo,0
Buccinidae,0
Bucconidae,0
Bucephala,0
Bucerotidae,0
Buchanan,0
Bucharest,0
Bucharesti,0
Buchenwald,0
Buchloe,0
Buchner,0
Buck,0
Buckeye,0
Bucuresti,0
Budapest,0
Buddha,0
Buddhism,0
Buddhist,0
Buddhistic,0
Budge,0
Buffalo,0
Bufferin,0
Bufonidae,0
Buganda,0
Bujumbura,0
Bukharin,0
Bulawayo,0
Bulgaria,0
Bulgarian,0
Bull,0
Bullfinch,0
Bulnesia,0
Bultmann,0
Bumelia,0
Bunche,0
Bundesbank,0
Bunsen,0
Bunuel,0
Bunyan,0
Bunyaviridae,0
Buphthalmum,0
Bura,0
Burbage,0
Burbank,0
Burberry,0
Burger,0
Burgoyne,0
Burgundy,0
Burhinidae,0
Burk,0
Burke,0
Burlington,0
Burma,0
Burmannia,0
Burmanniaceae,0
Burmeisteria,0
Burmese,0
